text,label,attack_type,series,tier,psych_principles,source
"ACTION REQUIRED — A 'medical equipment technician' arrives: 'I'm here for the annual calibration of your ward's patient monitoring equipment. My work order was sent to your biomedical department but they forgot to inform the ward. I just need a few minutes with the machines — you don't need to call anyone, it's routine.'",1,Pretexting,Healthcare & Medical,Novice,False Routine + Patient Safety Risk,seag_augmented
"Your GTBank account ending 8832 has been credited with ₦250,000 on 22 June 2025. Your available balance is ₦87,320.50. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
"Call: 'This is Glo VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for Glo self-care?'",1,Vishing,Telecom & Mobile,Novice,Flattery + Self-Care Credential,seag_csv
NIMC: Your NIN enrolment is complete. NIN: XXXX-XXXX-7821. Visit any NIMC centre with a valid ID if you need a physical card.,0,None,Government,Legit,,template_legit
"ACCESS BANK: Your account was credited ₦45,000 on 3 August 2025. If you did not initiate this transfer, call 01-2802500 immediately. We will NEVER ask for your PIN or OTP.",0,None,HardNegative_Banking,Legit,,template_legit
"Kuda Bank: Your transfer of ₦250,000 to Amaka Nwosu (UBA) was successful. Transaction ID: TRF20250714881.",0,None,Banking,Legit,,template_legit
URGENT: Your Fidelity Bank account has been suspended due to a failed BVN match. Re-verify at fidelitybank-bvn-match.com within 48 hours. Failure to comply will result in restrictions.,1,Phishing,Banking & Finance,Defender,Fear + False Authority,seag_augmented
FINAL NOTICE: Your First Bank account will be closed in 24 hours due to incomplete KYC. Update records at firstbank-kyc-ng.com. Do not ignore this message.,1,Phishing,Banking & Finance,Novice,Regulatory Fear + Urgency,seag_augmented
"You receive an email from 'security@gtbank-alert.com' addressed to Students: 'Your GTBank account has been restricted after a ₦2,500,000 transfer attempt to an account in Onitsha was flagged. Verify identity at gtbank-secure-ng.com within 36 hours to restore access.' Reply STOP to opt out or proceed now.",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
"Airtel: Your 8,750MB data expires 22 June 2025. Dial *140# to check balance. To stop auto-renewal, dial *141*0#. Airtel will never ask for your PIN via SMS.",0,None,HardNegative_Telecom,Legit,,template_legit
"Zenith Bank: Your scheduled standing order of ₦250,000 to Fatima Bello has been processed successfully. Ref: ZB0847291.",0,None,Banking,Legit,,template_legit
"Dear Valued Customer, Your NHIS claims portal shows a pending reimbursement of ₦250,000. To receive payment, verify your account at nhis-reimbursement.com within 48 hours.",1,Phishing,Healthcare & Medical,Defender,Fear of Missing Reimbursement,seag_augmented
"ACTION REQUIRED — SMS from 'Airtel-NG-REWARD': 'You have won ₦2,500,000 in the Airtel Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at airtel-loyalty-claim.com within 60 minutes before expiry. Reference: 21536'.",1,Smishing,Banking & Finance,Defender,Greed + Urgency + False Legitimacy,seag_augmented
"SMS: 'P2P ALERT: Your USDT wallet has received 500 USDT from an unknown sender. To confirm or return this transfer, verify at: crypto-verify-ng.com. Unverified transfers are frozen within 1 hour.'",1,Smishing,Cryptocurrency & Investment,Novice,Greed + Fear + False Blockchain Mechanic,seag_csv
Your Instagram verification code is 847291. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
Ref: SEC/2025/0084 — FINAL NOTICE: Your FCMB account will be closed in 72 hours due to incomplete KYC. Update records at fcmb-kyc-ng.com.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_augmented
Your Zenith Bank debit card has been blocked after 3 failed PIN attempts from Enugu. Unblock at zenithbank-card-unblock.ng.,1,Phishing,Banking & Finance,Defender,Urgency + Fear,seag_csv
Your leave request for Thursday 24 July to 20 July 2025 has been approved by HR. Your leave balance is 14 days remaining.,0,None,Work,Legit,,template_legit
ACCESS BANK: URGENT — your card ending 4521 has been flagged for suspicious activity. Call the number on the back of your card (not this SMS) to dispute. Do not share OTP.,0,None,HardNegative_Banking,Legit,,template_legit
"SMS: 'Glo: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Failure to comply will result in restrictions.",1,Smishing,Telecom & Mobile,Defender,SIM Swap + OTP Theft,seag_augmented
"A person in scrubs approaches at your hospital's staff entrance: 'Hi, I'm locum from Medicaid HMO. My e-tag isn't working and the IT desk is on break. Click the link below to act now.",1,Pretexting,Healthcare & Medical,Sentinel,Compassion + Tailgating,seag_augmented
FINAL NOTICE: Your Access Bank account will be closed in 24 hours due to incomplete KYC. Update records at accessbank-kyc-ng.com. Do not ignore this message.,1,Phishing,Banking & Finance,Sentinel,Regulatory Fear + Urgency,seag_augmented
"ACCESS BANK: Your account was credited ₦120,000 on 22 June 2025. If you did not initiate this transfer, call 01-2802500 immediately. We will NEVER ask for your PIN or OTP.",0,None,HardNegative_Banking,Legit,,template_legit
"SMS: 'Wema Bank: Your account ending **7097 has received a ₦300000 credit from an unknown sender. If you did not authorise this, click to dispute: wemabank-dispute.com/ref564257'",1,Smishing,Banking & Finance,Sentinel,Greed + False Urgency,seag_csv
"Call: 'This is 9mobile VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. Click the link below to act now.",1,Vishing,Telecom & Mobile,Novice,Flattery + Self-Care Credential,seag_augmented
"OPay: You have sent ₦45,000 to 08012345678. Your new balance is ₦87,320.50. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
FINAL NOTICE: Your Zenith Bank account will be closed in 72 hours due to incomplete KYC. Update records at zenithbank-kyc-ng.com.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_csv
JAMB: Your UTME result slip is available. Log in to jamb.gov.ng with your registration number 87634520CB to download. Results are free.,0,None,Government,Legit,,template_legit
Someone posing as a on WhatsApp (Crypto trading group admin) contacts you and shares consistent screenshots of 3x returns and offers to manage your funds personally. They ask for your exchange API keys with withdrawal permissions 'so the bot can trade on your behalf automatically'.,1,Pretexting,Cryptocurrency & Investment,Sentinel,Social Proof + Greed + Technical Trust,seag_csv
"WAEC: Your WASSCE result for 2023 is available. Log in to waecdirect.org with your exam number. PIN-based result checking is ₦2,500.",0,None,Education,Legit,,template_legit
"ACTION REQUIRED — SMS: 'FIRS TAX ALERT: Your TIN TIN-99659042 has outstanding tax liabilities of ₦₦25,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.'",1,Smishing,Banking & Finance,Novice,Fear of Legal Prosecution + Authority,seag_augmented
"Kuda: Transaction alert — ₦3,500 sent to Chukwuemeka Obi at 22 June 2025. Not you? Freeze your card instantly in the Kuda app under Card Controls. Call 0700-000-5832.",0,None,HardNegative_Banking,Legit,,template_legit
University of Lagos: Your acceptance letter for Computer Science is ready. Visit the admissions office with your JAMB score of 312 and two passport photos.,0,None,Education,Legit,,template_legit
ACTION REQUIRED — You find a portable hard drive in the hospital staff room. It is labelled 'PATIENT MEDICATION ERROR REPORT — INTERNAL AUDIT'. No one around claims to own it.,1,Baiting,Physical Security,Sentinel,Professional Duty + Curiosity + Physical Attack Vector,seag_augmented
"SMS from 'Glo-NG-REWARD': 'You have won ₦1,200,000 in the Glo Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at glo-loyalty-claim.com within 60 minutes before expiry. Reference: 73482'.",1,Smishing,Banking & Finance,Defender,Greed + Urgency + False Legitimacy,seag_csv
URGENT: Your Wema Bank account has been suspended due to a failed BVN match. Re-verify at wemabank-bvn-match.com within 48 hours. Do not ignore this message.,1,Phishing,Banking & Finance,Defender,Fear + False Authority,seag_augmented
Your Polaris Bank debit card has been blocked after 5 failed PIN attempts from Abuja. Unblock at polarisbank-card-unblock.ng. Reply STOP to opt out or proceed now.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_augmented
FIRS: Your TIN 12345678-0001 has been updated in our system. No further action required. Portal: taxpromax.firs.gov.ng,0,None,Government,Legit,,template_legit
Your leave request for 15 July 2025 to 10 August 2025 has been approved by HR. Your leave balance is 14 days remaining.,0,None,Work,Legit,,template_legit
Your Wema Bank account has been flagged for unusual login activity from Onitsha. Confirm your identity within 48 hours at wemabank-security-verify.com. Click the link below to act now.,1,Phishing,Banking & Finance,Novice,Fear + False Familiarity,seag_augmented
IMPORTANT NOTICE: Your UBA debit card has been blocked after 3 failed PIN attempts from Onitsha. Unblock at uba-card-unblock.ng.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_augmented
"SECURITY ALERT: A 'medical equipment technician' arrives: 'I'm here for the annual calibration of your ward's patient monitoring equipment. My work order was sent to your biomedical department but they forgot to inform the ward. I just need a few minutes with the machines — you don't need to call anyone, it's routine.'",1,Pretexting,Healthcare & Medical,Novice,False Routine + Patient Safety Risk,seag_augmented
"Konga: Payment confirmed for order #NG-2025-44821 (₦45,000). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
"Kuda Bank: Your transfer of ₦3,500 to John Adeyemi (Zenith Bank) was successful. Transaction ID: TRF20250714881.",0,None,Banking,Legit,,template_legit
"Dear student, your course registration for 2025/2026 Second Semester has been completed. Your student ID is 190401023. Portal: abu.edu.ng",0,None,Education,Legit,,template_legit
"9mobile: Your monthly ₦45,000 data plan renews on 15 July 2025. You have 45,000MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
SMS: 'LASG Ministry of Health: All healthcare workers must complete the 2025 mandatory training at lagoshealthtraining.com within 7 days to maintain your practising status.',1,Smishing,Healthcare & Medical,Sentinel,Professional Compliance + Credential Harvest,seag_csv
"Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",1,Pretexting,E-commerce & Shopping,Defender,False Convenience + Small Amount Trust,seag_csv
FINAL NOTICE: Your Stanbic IBTC account will be closed in 12 hours due to incomplete KYC. Update records at stanbicibtc-kyc-ng.com.,1,Phishing,Banking & Finance,Sentinel,Regulatory Fear + Urgency,seag_csv
URGENT: Your UBA account has been suspended due to a failed BVN match. Re-verify at uba-bvn-match.com within 72 hours.,1,Phishing,Banking & Finance,Defender,Fear + False Authority,seag_csv
"PiggyVest: Your savings of ₦3,500 has been locked in your Safelock. Target: Thursday 24 July. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
"MTN: Your 250,000MB data bundle is active and expires Thursday 24 July. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
